drill,hole,score,prediction,label
drill_4mm_15,58,0.2943127155303955,0,0
drill_4mm_15,59,0.17499667406082153,0,0
drill_4mm_15,60,0.1327386349439621,0,0
drill_4mm_15,61,0.18033216893672943,0,0
drill_4mm_15,62,0.0742812231183052,0,0
drill_4mm_15,63,0.06679642200469971,0,0
drill_4mm_15,64,0.09175364673137665,0,0
drill_4mm_15,65,0.03437907248735428,0,0
drill_4mm_15,66,0.44921016693115234,0,1
drill_4mm_15,67,0.20982502400875092,0,1
drill_4mm_15,68,0.5678757429122925,0,1
drill_4mm_15,69,0.4420931041240692,1,1
drill_4mm_15,70,0.4666151702404022,1,1
drill_4mm_15,71,0.4517056345939636,1,1
drill_4mm_15,72,0.1829809844493866,0,1
drill_4mm_15,73,0.04791252315044403,0,1
drill_4mm_15,74,0.15334083139896393,0,1
drill_4mm_15,75,0.8990662097930908,0,1
drill_4mm_15,76,0.5031455755233765,1,1
drill_4mm_15,77,0.3426517844200134,0,1
drill_4mm_15,78,0.821128785610199,0,1
drill_4mm_15,79,0.5400375723838806,1,1
drill_4mm_15,80,0.7650625705718994,1,1
drill_4mm_15,81,0.6152394413948059,1,1
drill_4mm_16,1,0.0047735185362398624,0,0
drill_4mm_16,2,0.00223483145236969,0,0
drill_4mm_16,3,0.013903542421758175,0,0
drill_4mm_16,4,0.012310825288295746,0,0
drill_4mm_16,5,0.022908290848135948,0,0
drill_4mm_16,6,0.006335165351629257,0,0
drill_4mm_16,7,0.0313929058611393,0,0
drill_4mm_16,8,0.05921623483300209,0,0
drill_4mm_16,9,0.02527136169373989,0,0
drill_4mm_16,10,0.8116995692253113,0,0
drill_4mm_16,11,0.6988272070884705,1,0
drill_4mm_16,12,0.400781512260437,1,0
drill_4mm_16,13,0.2512809932231903,1,0
drill_4mm_16,14,0.6388865113258362,1,0
drill_4mm_16,15,0.3801369369029999,1,0
drill_4mm_16,16,0.8859336376190186,1,0
drill_4mm_16,17,0.771794319152832,1,0
drill_4mm_16,18,0.5612244009971619,1,0
drill_4mm_16,19,0.6084160208702087,1,0
drill_4mm_16,20,0.5407751798629761,1,0
drill_4mm_16,21,0.8340131640434265,1,0
drill_4mm_16,22,0.9039523005485535,1,0
drill_4mm_16,23,0.7770758271217346,1,0
drill_4mm_16,24,0.6208633184432983,1,0
drill_4mm_16,25,0.9140916466712952,1,0
drill_4mm_16,26,0.789718508720398,1,0
drill_4mm_16,27,0.7781676054000854,1,0
drill_4mm_16,28,0.19660477340221405,1,0
drill_4mm_16,29,0.6105287671089172,1,0
drill_4mm_16,30,0.5491282343864441,1,0
drill_4mm_16,31,0.9432235956192017,1,0
drill_4mm_16,32,0.8046309947967529,1,0
drill_4mm_16,33,0.8005223274230957,1,0
drill_4mm_16,34,0.8539050817489624,1,0
drill_4mm_16,35,0.9122822880744934,1,0
drill_4mm_16,36,0.9501684904098511,1,0
drill_4mm_16,37,0.8780248165130615,1,0
drill_4mm_16,38,0.8672786355018616,1,0
drill_4mm_16,39,0.9335644841194153,1,0
drill_4mm_16,40,0.6102112531661987,1,0
drill_4mm_16,41,0.5221108198165894,1,0
drill_4mm_16,42,0.6493608355522156,1,0
drill_4mm_16,43,0.9026580452919006,1,0
drill_4mm_16,44,0.8391213417053223,1,1
drill_4mm_16,45,0.7953503131866455,1,1
drill_4mm_16,46,0.5995079874992371,1,1
drill_4mm_16,47,0.8510921001434326,1,1
drill_4mm_16,48,0.5700894594192505,1,1
drill_4mm_16,49,0.990669846534729,1,1
drill_4mm_16,50,0.7775290012359619,1,1
drill_4mm_16,51,0.9852491021156311,1,1
drill_4mm_16,52,0.9207642674446106,1,1
drill_4mm_16,53,0.8108596801757812,1,1
drill_4mm_17,1,0.009735345840454102,0,0
drill_4mm_17,2,0.05156160518527031,0,0
drill_4mm_17,3,0.012076793238520622,0,0
drill_4mm_17,4,0.06361766159534454,0,0
drill_4mm_17,5,0.49525216221809387,0,0
drill_4mm_17,6,0.948663592338562,1,0
drill_4mm_17,7,0.7988266944885254,1,0
drill_4mm_17,8,0.4248467683792114,0,0
drill_4mm_17,9,0.22403542697429657,0,0
drill_4mm_17,10,0.1416667103767395,0,0
drill_4mm_17,11,0.4322095513343811,0,0
drill_4mm_17,12,0.7736929655075073,0,0
drill_4mm_17,13,0.8247371912002563,1,0
drill_4mm_17,14,0.15141388773918152,0,0
drill_4mm_17,15,0.5078819394111633,0,0
drill_4mm_17,16,0.5766443014144897,1,0
drill_4mm_17,17,0.20982131361961365,0,0
drill_4mm_17,18,0.25652340054512024,0,0
drill_4mm_17,19,0.5812778472900391,0,0
drill_4mm_17,20,0.0353768914937973,0,0
drill_4mm_17,21,0.018960516899824142,0,0
drill_4mm_17,22,0.13762199878692627,0,0
drill_4mm_17,23,0.04751186817884445,0,0
drill_4mm_17,24,0.16756251454353333,0,0
drill_4mm_17,25,0.6894780993461609,0,0
drill_4mm_17,26,0.11035027354955673,0,0
drill_4mm_17,27,0.06519782543182373,0,0
drill_4mm_17,28,0.12363791465759277,0,0
drill_4mm_17,29,0.05971480533480644,0,1
drill_4mm_17,30,0.7835022211074829,0,1
drill_4mm_17,31,0.8220442533493042,1,1
drill_4mm_17,32,0.8694223761558533,1,1
drill_4mm_17,33,0.9617790579795837,1,1
drill_4mm_17,34,0.42150700092315674,0,1
drill_4mm_17,35,0.2014836221933365,0,1
drill_4mm_18,1,0.00741540314629674,0,0
drill_4mm_18,2,0.020242374390363693,0,0
drill_4mm_18,3,0.022781314328312874,0,0
drill_4mm_18,4,0.07814434915781021,0,0
drill_4mm_18,5,0.18093466758728027,0,0
drill_4mm_18,6,0.02941340208053589,0,0
drill_4mm_18,7,0.038626376539468765,0,0
drill_4mm_18,8,0.015033582225441933,0,0
drill_4mm_18,9,0.033764202147722244,0,0
drill_4mm_18,10,0.10208071023225784,0,0
drill_4mm_18,11,0.2985210120677948,0,0
drill_4mm_18,12,0.07642242312431335,0,0
drill_4mm_18,13,0.8136826753616333,0,0
drill_4mm_18,14,0.303209513425827,1,0
drill_4mm_18,15,0.011398677714169025,0,0
drill_4mm_18,16,0.030671251937747,0,0
drill_4mm_18,17,0.01162603311240673,0,0
drill_4mm_18,18,0.010597542859613895,0,0
drill_4mm_18,19,0.007671433966606855,0,0
drill_4mm_18,20,0.009109322912991047,0,0
drill_4mm_18,21,0.009132620878517628,0,0
drill_4mm_18,22,0.8182243704795837,0,0
drill_4mm_18,23,0.21507786214351654,1,0
drill_4mm_18,24,0.9281646013259888,1,1
drill_4mm_18,25,0.056497085839509964,0,1
drill_4mm_18,26,0.7743461728096008,0,1
drill_4mm_18,27,0.4680579602718353,1,1
drill_4mm_18,28,0.3596213459968567,1,1
drill_4mm_19,1,0.038165152072906494,0,0
drill_4mm_19,2,0.020538492128252983,0,0
drill_4mm_19,3,0.019645165652036667,0,0
drill_4mm_19,4,0.015643788501620293,0,0
drill_4mm_19,5,0.025928720831871033,0,0
drill_4mm_19,6,0.03236284479498863,0,0
drill_4mm_19,7,0.05385592207312584,0,0
drill_4mm_19,8,0.08528318256139755,0,0
drill_4mm_19,9,0.06512397527694702,0,0
drill_4mm_19,10,0.09358907490968704,0,0
drill_4mm_19,11,0.07723778486251831,0,0
drill_4mm_19,12,0.03043736144900322,0,0
drill_4mm_19,13,0.10231474041938782,0,0
drill_4mm_19,14,0.20900708436965942,1,0
drill_4mm_19,15,0.11975036561489105,1,0
drill_4mm_19,16,0.048660267144441605,0,0
drill_4mm_19,17,0.051177263259887695,0,0
drill_4mm_19,18,0.12846402823925018,0,0
drill_4mm_19,19,0.024182595312595367,0,0
drill_4mm_19,20,0.2879463732242584,0,0
drill_4mm_19,21,0.17467986047267914,1,1
drill_4mm_19,22,0.9223796725273132,1,1
drill_4mm_19,23,0.826583206653595,1,1
drill_4mm_19,24,0.5483311414718628,1,1
drill_4mm_20,1,0.01902390457689762,0,0
drill_4mm_20,2,0.009496970102190971,0,0
drill_4mm_20,3,0.006056548561900854,0,0
drill_4mm_20,4,0.011348234489560127,0,0
drill_4mm_20,5,0.041286613792181015,0,0
drill_4mm_20,6,0.13518337905406952,0,0
drill_4mm_20,7,0.19976061582565308,1,0
drill_4mm_20,8,0.28050780296325684,1,0
drill_4mm_20,9,0.14099225401878357,1,0
drill_4mm_20,10,0.08451800793409348,0,0
drill_4mm_20,11,0.1672186553478241,0,0
drill_4mm_20,12,0.06974709779024124,0,0
drill_4mm_20,13,0.14354979991912842,0,0
drill_4mm_20,14,0.06922389566898346,0,0
drill_4mm_20,15,0.1910596638917923,0,0
drill_4mm_20,16,0.06825335323810577,0,0
drill_4mm_20,17,0.11850380897521973,0,0
drill_4mm_20,18,0.3098311424255371,1,0
drill_4mm_20,19,0.17468592524528503,1,0
drill_4mm_20,20,0.2855817377567291,1,0
drill_4mm_20,21,0.34217289090156555,1,0
drill_4mm_20,22,0.29705122113227844,1,0
drill_4mm_20,23,0.3040037751197815,1,0
drill_4mm_20,24,0.5114002823829651,1,0
drill_4mm_20,25,0.6734139919281006,1,0
drill_4mm_20,26,0.8477128148078918,1,0
drill_4mm_20,27,0.8535476326942444,1,0
drill_4mm_20,28,0.6636695861816406,1,0
drill_4mm_20,29,0.8034005761146545,1,0
drill_4mm_20,30,0.08340387046337128,0,0
drill_4mm_20,31,0.22966380417346954,0,0
drill_4mm_20,32,0.5654900074005127,1,0
drill_4mm_20,33,0.9390749335289001,1,1
drill_4mm_20,34,0.8248922228813171,1,1
drill_4mm_20,35,0.6724948287010193,1,1
drill_4mm_20,36,0.3436463177204132,1,1
drill_4mm_20,37,0.13361896574497223,1,1
drill_4mm_20,38,0.09874656796455383,0,1
drill_4mm_20,39,0.8166154623031616,0,1
drill_4mm_20,40,0.7587486505508423,1,1
