drill,hole,hybrid_mse,prediction,label
drill_4mm_02,92,397.9695739746094,1,1
drill_4mm_02,93,111.90502166748047,1,1
drill_4mm_02,94,187.5196075439453,1,1
drill_4mm_02,95,261.9117126464844,1,1
drill_4mm_02,96,95.40425109863281,1,1
drill_4mm_02,97,155.5758514404297,1,1
drill_4mm_02,98,200.32321166992188,1,1
drill_4mm_02,99,193.77488708496094,1,1
drill_4mm_02,100,210.595947265625,1,1
drill_4mm_02,101,235.88092041015625,1,1
drill_4mm_02,102,304.32489013671875,1,1
drill_4mm_02,103,341.0001220703125,1,1
drill_4mm_02,104,397.0262756347656,1,1
drill_4mm_02,105,384.8641357421875,1,1
drill_4mm_02,106,512.9635620117188,1,1
drill_4mm_03,1,0.0,0,0
drill_4mm_03,2,0.0,0,0
drill_4mm_03,3,0.0,0,0
drill_4mm_03,4,0.0,0,0
drill_4mm_03,5,0.0,0,0
drill_4mm_03,6,0.0,0,0
drill_4mm_03,7,0.0,0,0
drill_4mm_03,8,0.0,0,0
drill_4mm_03,9,0.0,0,0
drill_4mm_03,10,3.8016421794891357,0,0
drill_4mm_03,11,7.855093002319336,0,0
drill_4mm_03,12,15.820755004882812,0,0
drill_4mm_03,13,140.52122497558594,0,0
drill_4mm_03,14,375.9778137207031,0,0
drill_4mm_03,15,722.0487060546875,0,0
drill_4mm_03,16,71.84768676757812,0,0
drill_4mm_03,17,191.1824188232422,0,0
drill_4mm_03,18,106.54338073730469,1,0
drill_4mm_03,19,129.017333984375,1,0
drill_4mm_03,20,132.7259979248047,1,0
drill_4mm_03,21,80.89517974853516,1,1
drill_4mm_03,22,73.75566101074219,1,1
drill_4mm_03,23,76.43859100341797,1,1
drill_4mm_03,24,80.02938842773438,1,1
drill_4mm_03,25,72.4007568359375,1,1
drill_4mm_04,1,0.0,0,0
drill_4mm_04,2,0.0,0,0
drill_4mm_04,3,0.0,0,0
drill_4mm_04,4,0.0,0,0
drill_4mm_04,5,0.0,0,0
drill_4mm_04,6,0.0,0,0
drill_4mm_04,7,0.0,0,0
drill_4mm_04,8,0.0,0,0
drill_4mm_04,9,0.0,0,0
drill_4mm_04,10,1.657553791999817,0,0
drill_4mm_04,11,25.285017013549805,0,0
drill_4mm_04,12,2.4811644554138184,0,0
drill_4mm_04,13,5.003958702087402,0,0
drill_4mm_04,14,20.893787384033203,0,0
drill_4mm_04,15,11.136795043945312,0,0
drill_4mm_04,16,9.725004196166992,0,0
drill_4mm_04,17,30.157297134399414,0,0
drill_4mm_04,18,13.221309661865234,1,0
drill_4mm_04,19,24.215181350708008,1,0
drill_4mm_04,20,16.131938934326172,1,0
drill_4mm_04,21,22.51357650756836,1,0
drill_4mm_04,22,15.007640838623047,1,0
drill_4mm_04,23,10.689925193786621,1,0
drill_4mm_04,24,10.678794860839844,1,0
drill_4mm_04,25,29.79188346862793,1,0
drill_4mm_04,26,9.025333404541016,1,0
drill_4mm_04,27,45.33901596069336,1,1
drill_4mm_04,28,9.212352752685547,1,1
drill_4mm_04,29,44.640235900878906,1,1
drill_4mm_04,30,19.56105613708496,1,1
drill_4mm_04,31,12.311014175415039,1,1
drill_4mm_04,32,13.040520668029785,1,1
drill_4mm_05,1,0.0,0,0
drill_4mm_05,2,0.0,0,0
drill_4mm_05,3,0.0,0,0
drill_4mm_05,4,0.0,0,0
drill_4mm_05,5,0.0,0,0
drill_4mm_05,6,0.0,0,0
drill_4mm_05,7,0.0,0,0
drill_4mm_05,8,0.0,0,0
drill_4mm_05,9,0.0,0,0
drill_4mm_05,10,2.96722412109375,0,0
drill_4mm_05,11,4.58092737197876,0,0
drill_4mm_05,12,7.932131290435791,0,0
drill_4mm_05,13,11.359360694885254,0,0
drill_4mm_05,14,11.187644958496094,0,0
drill_4mm_05,15,32.37417984008789,0,0
drill_4mm_05,16,24.43453025817871,0,0
drill_4mm_05,17,19.31456756591797,0,0
