drill,hole,hybrid_mse,adaptive_threshold,prediction,label,drill_lead_time
drill_4mm_08_batch_00_collet_1_31-01-2025,20,83.65074,0.003740181,1.0,1,6
drill_4mm_08_batch_00_collet_1_31-01-2025,21,8.135869,0.003740181,1.0,1,6
drill_4mm_09_batch_00_collet_1_31-01-2025,1,1.15016755e-05,0.004515972,0.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,2,0.0004641107,0.004515972,0.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,3,0.0045986627,0.004515972,0.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,4,4.6494923e-05,0.004515972,0.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,5,2.2298233e-05,0.004515972,0.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,6,1.1456624,0.004515972,0.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,7,1.7328273,0.004515972,0.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,8,2.721323,0.004515972,0.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,9,5.6530466,0.004515972,0.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,10,9.023556,0.004515972,0.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,11,14.574441,0.004515972,0.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,12,19.284098,0.004515972,0.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,13,27.357523,0.004515972,0.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,14,24.174335,0.004515972,0.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,15,26.047922,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,16,18.299587,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,17,21.518894,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,18,16.081642,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,19,17.478708,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,20,23.633999,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,21,23.027943,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,22,21.95919,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,23,20.563314,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,24,21.583027,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,25,15.453877,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,26,26.986418,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,27,32.525745,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,28,27.759583,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,29,38.23292,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,30,31.066183,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,31,15.655295,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,32,18.00651,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,33,17.843832,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,34,17.113,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,35,14.300756,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,36,13.509693,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,37,10.069035,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,38,17.270113,0.004515972,1.0,0,36
drill_4mm_09_batch_00_collet_1_31-01-2025,39,17.892094,0.004515972,1.0,0,36
