drill,hole,prob_xgb,label_real,threshold_xgb,prediction,drill_lead_time
drill_4mm_07_batch_00_collet_1_31-01-2025,21,0.53354883,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,22,0.47242352,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,23,0.09029621,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,24,0.15523495,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,25,0.3238426,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,26,0.38428852,0,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,27,0.37681222,1,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,28,0.5104773,1,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,29,0.14728361,1,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,30,0.13072003,1,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,31,0.942917,1,0.6461901068687439,0,0
drill_4mm_07_batch_00_collet_1_31-01-2025,32,0.5173339,1,0.6461901068687439,0,0
drill_4mm_08_batch_00_collet_1_31-01-2025,1,0.008061549,0,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,2,0.0066911113,0,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,3,0.013331901,0,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,4,0.010265075,0,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,5,0.03788425,0,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,6,0.042183917,0,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,7,0.96369994,0,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,8,0.29592252,0,0.1,1,13
drill_4mm_08_batch_00_collet_1_31-01-2025,9,0.06909648,0,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,10,0.061314367,0,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,11,0.130555,0,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,12,0.14851035,0,0.1,1,13
drill_4mm_08_batch_00_collet_1_31-01-2025,13,0.08857435,0,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,14,0.12731427,0,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,15,0.17188893,0,0.1,1,13
drill_4mm_08_batch_00_collet_1_31-01-2025,16,0.35013986,0,0.1,1,13
drill_4mm_08_batch_00_collet_1_31-01-2025,17,0.31221735,0,0.1,1,13
drill_4mm_08_batch_00_collet_1_31-01-2025,18,0.042663302,1,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,19,0.8725373,1,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,20,0.043165646,1,0.1,0,13
drill_4mm_08_batch_00_collet_1_31-01-2025,21,0.03268236,1,0.1,0,13
drill_4mm_09_batch_00_collet_1_31-01-2025,1,0.016337585,0,0.11851703375577927,0,45
drill_4mm_09_batch_00_collet_1_31-01-2025,2,0.007108318,0,0.11851703375577927,0,45
drill_4mm_09_batch_00_collet_1_31-01-2025,3,0.0037382017,0,0.11851703375577927,0,45
drill_4mm_09_batch_00_collet_1_31-01-2025,4,0.010255647,0,0.11851703375577927,0,45
drill_4mm_09_batch_00_collet_1_31-01-2025,5,0.1298703,0,0.11851703375577927,0,45
drill_4mm_09_batch_00_collet_1_31-01-2025,6,0.19325016,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,7,0.15529728,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,8,0.19343029,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,9,0.24226882,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,10,0.3349675,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,11,0.33010936,0,0.11851703375577927,1,45
drill_4mm_09_batch_00_collet_1_31-01-2025,12,0.082400784,0,0.11851703375577927,0,45
drill_4mm_09_batch_00_collet_1_31-01-2025,13,0.40902224,0,0.11851703375577927,0,45
